index_symbol,index_name,currency,exchange_code,provider_guess,market_scope_guess,category_group,category,summary,stock_index_scope,source_dataset,source_url
02CK.Z,STX GLB.STR.BAL.SH. GR EO,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"The STX GLB.STR.BAL.SH. GR EO index tracks the performance of global stocks with a strategic balanced short strategy and gross return, denominated in EUR. The index employs a strategy that balances long and short positions in global equities in a strategic way. It aims to provide exposure to the global market while potentially mitigating risk.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02CL.Z,STX GLB.STR.BAL.SH. PR DL,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"The STX GLB.STR.BAL.SH. PR DL index tracks the performance of global stocks with a strategic balanced short strategy and price return, denominated in USD. The index employs a strategy that balances long and short positions in global equities in a strategic way. It aims to provide exposure to the global market while potentially mitigating risk.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02CM.Z,STX GLB.STR.BAL.SH. NR DL,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"The STX GLB.STR.BAL.SH. NR DL index tracks the performance of global stocks with a strategic balanced short strategy and net return, denominated in USD. The index employs a strategy that balances long and short positions in global equities in a strategic way. It aims to provide exposure to the global market while potentially mitigating risk.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02CN.Z,STX GLB.STR.BAL.SH. GR DL,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"The STX GLB.STR.BAL.SH. GR DL index tracks the performance of global stocks with a strategic balanced short strategy and gross return, denominated in USD. The index employs a strategy that balances long and short positions in global equities in a strategic way. It aims to provide exposure to the global market while potentially mitigating risk.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02CP.Z,STX EUR.STR.BAL.SH. PR EO,,ZRH,Unclassified / multiple providers,Europe,Equities,Equities,"The STX EUR.STR.BAL.SH. PR EO index tracks the performance of European stocks with a strategic balanced short strategy and price return, denominated in EUR. The index employs a strategy that balances long and short positions in European equities in a strategic way. It aims to provide exposure to the European market while potentially mitigating risk.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02CQ.Z,STX EUR.STR.BAL.SH. NR EO,,ZRH,Unclassified / multiple providers,Europe,Equities,Equities,"The STX EUR.STR.BAL.SH. NR EO index tracks the performance of European stocks with a strategic balanced short strategy and net return, denominated in EUR. The index employs a strategy that balances long and short positions in European equities in a strategic way. It aims to provide exposure to the European market while potentially mitigating risk.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02CR.Z,STX EUR.STR.BAL.SH. GR EO,,ZRH,Unclassified / multiple providers,Europe,Equities,Equities,"The STX EUR.STR.BAL.SH. GR EO index tracks the performance of European stocks with a strategic balanced short strategy and gross return, denominated in EUR. The index employs a strategy that balances long and short positions in European equities in a strategic way. It aims to provide exposure to the European market while potentially mitigating risk.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02CS.Z,STX EUR.STR.BAL.SH. PR DL,,ZRH,Unclassified / multiple providers,Europe,Equities,Equities,"The STX EUR.STR.BAL.SH. PR DL index tracks the performance of European stocks with a strategic balanced short strategy and price return, denominated in USD. The index employs a strategy that balances long and short positions in European equities in a strategic way. It aims to provide exposure to the European market while potentially mitigating risk.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02CT.Z,STX EUR.STR.BAL.SH. NR DL,,ZRH,Unclassified / multiple providers,Europe,Equities,Equities,"The STX EUR.STR.BAL.SH. NR DL index tracks the performance of European stocks with a strategic balanced short strategy and net return, denominated in USD. The index employs a strategy that balances long and short positions in European equities in a strategic way. It aims to provide exposure to the European market while potentially mitigating risk.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02CU.Z,STX EUR.STR.BAL.SH. GR DL,,ZRH,Unclassified / multiple providers,Europe,Equities,Equities,"The STX EUR.STR.BAL.SH. GR DL index tracks the performance of European stocks with a strategic balanced short strategy and gross return, denominated in USD. The index employs a strategy that balances long and short positions in European equities in a strategic way. It aims to provide exposure to the European market while potentially mitigating risk.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02CV.Z,STOXX JAP.ST.BA.SH.PR EUR,,ZRH,STOXX,Japan,Equities,Equities,"The STOXX JAP.ST.BA.SH.PR EUR index tracks the performance of Japanese stocks with a sustainable balanced short strategy and price return, denominated in EUR. The index employs a strategy that balances long and short positions in Japanese equities based on sustainability factors. It aims to provide exposure to the Japanese market while incorporating environmental, social, and governance (ESG) considerations.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02CW.Z,STOXX JAP.ST.BA.SH.NR EUR,,ZRH,STOXX,Japan,Equities,Equities,"The STOXX JAP.ST.BA.SH.NR EUR index tracks the performance of Japanese stocks with a sustainable balanced short strategy and net return, denominated in EUR. The index employs a strategy that balances long and short positions in Japanese equities based on sustainability factors. It aims to provide exposure to the Japanese market while incorporating environmental, social, and governance (ESG) considerations.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02CX.Z,STOXX JAP.ST.BA.SH.GR EUR,,ZRH,STOXX,Japan,Equities,Equities,"The STOXX JAP.ST.BA.SH.GR EUR index tracks the performance of Japanese stocks with a sustainable balanced short strategy and gross return, denominated in EUR. The index employs a strategy that balances long and short positions in Japanese equities based on sustainability factors. It aims to provide exposure to the Japanese market while incorporating environmental, social, and governance (ESG) considerations.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02CY.Z,STOXX JAP.ST.BA.SH.PR USD,,ZRH,STOXX,Japan,Equities,Equities,"The STOXX JAP.ST.BA.SH.PR USD index tracks the performance of Japanese stocks with a sustainable balanced short strategy and price return, denominated in USD. The index employs a strategy that balances long and short positions in Japanese equities based on sustainability factors. It aims to provide exposure to the Japanese market while incorporating environmental, social, and governance (ESG) considerations.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02CZ.Z,STOXX JAP.ST.BA.SH.NR USD,,ZRH,STOXX,Japan,Equities,Equities,"The STOXX JAP.ST.BA.SH.NR USD index tracks the performance of Japanese stocks with a sustainable balanced short strategy and net return, denominated in USD. The index employs a strategy that balances long and short positions in Japanese equities based on sustainability factors. It aims to provide exposure to the Japanese market while incorporating environmental, social, and governance (ESG) considerations.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02I0.Z,STX JAPAN LO.CARBON GR DL,,ZRH,Unclassified / multiple providers,Japan,Equities,Equities,The STX JAPAN LO.CARBON GR DL index aims to represent the performance of leading companies in Japan that have a low carbon footprint. The index is calculated in EUR and reflects gross returns. It is designed for investors seeking exposure to Japanese companies committed to reducing their environmental impact.,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
